country,year,life_exp,population,pm
JAM,2013,73.412,2773129.0,10.69
JAM,2014,72.982,2784543.0,11.33
JAM,2015,72.394,2794445.0,10.82
JAM,2016,72.02,2802695.0,10.87
JAM,2017,71.911,2808376.0,10.8
JAM,2018,71.793,2811835.0,10.53
JOR,1998,71.474,4844403.0,13.14
JOR,1999,71.694,4950775.0,13.56
JOR,2000,71.918,5056174.0,16.790001
JOR,2001,72.147,5163310.0,15.9
JOR,2002,72.359,5275532.0,14.54
JOR,2003,72.573,5396117.0,14.54
JOR,2004,72.772,5532423.0,13.63
JOR,2005,72.932,5678534.0,14.02
JOR,2006,73.145,6075548.0,14.7
JOR,2007,73.373,6473457.0,14.88
JOR,2008,73.591,6632873.0,14.66
JOR,2009,73.801,6780493.0,15.38
JOR,2010,74.0,6931258.0,14.46
JOR,2011,74.189,7109980.0,16.629999
JOR,2012,74.366,7211863.0,18.9
JOR,2013,74.562,7694814.0,15.55
JOR,2014,74.789,8658026.0,14.31
JOR,2015,75.011,9494246.0,17.58
JOR,2016,75.215,9964656.0,16.110001
JOR,2017,75.502,10215381.0,16.700001
JOR,2018,75.774,10459865.0,16.700001
JPN,1998,80.5014634146342,126400000.0,11.45
JPN,1999,80.5707317073171,126631000.0,10.25
JPN,2000,81.0760975609756,126843000.0,14.49
JPN,2001,81.4170731707317,127149000.0,13.11
JPN,2002,81.5634146341463,127445000.0,12.66
JPN,2003,81.76,127718000.0,13.82
JPN,2004,82.030243902439,127761000.0,12.2
JPN,2005,81.9251219512195,127773000.0,13.1
JPN,2006,82.3219512195122,127854000.0,13.67
JPN,2007,82.5070731707317,128001000.0,12.82
JPN,2008,82.5875609756098,128063000.0,14.04
JPN,2009,82.9314634146342,128047000.0,12.38
JPN,2010,82.8426829268293,128070000.0,11.03
JPN,2011,82.5912195121951,127833000.0,11.3
JPN,2012,83.0960975609756,127629000.0,12.18
JPN,2013,83.3319512195122,127445000.0,11.39
JPN,2014,83.5878048780488,127276000.0,12.39
JPN,2015,83.7939024390244,127141000.0,11.77
JPN,2016,83.9848780487805,127076000.0,11.14
JPN,2017,84.099756097561,126972000.0,11.06
JPN,2018,84.2109756097561,126811000.0,10.94
KAZ,1998,64.5,15071640.0,12.44
KAZ,1999,65.63,14928374.0,11.63
KAZ,2000,65.45,14883626.0,11.46
KAZ,2001,65.76,14858335.0,11.39
KAZ,2002,65.95,14858948.0,12.37
KAZ,2003,65.74,14909019.0,12.37
KAZ,2004,66.06,15012984.0,12.25
KAZ,2005,65.86,15147029.0,13.35
KAZ,2006,66.15,15308085.0,12.18
KAZ,2007,66.34,15484192.0,13.68
KAZ,2008,67.11,15776938.0,15.28
KAZ,2009,68.39,16092822.0,14.98
KAZ,2010,68.45,16321872.0,13.97
KAZ,2011,68.69,16557202.0,14.87
KAZ,2012,69.52,16792090.0,16.75
KAZ,2013,70.62,17035551.0,13.44
KAZ,2014,71.44,17288285.0,13.92
KAZ,2015,71.97,17542806.0,13.38
KAZ,2016,72.41,17794055.0,13.96
KAZ,2017,72.95,18037776.0,14.76
KAZ,2018,73.15,18276452.0,13.51
KEN,1998,54.526,29137373.0,10.47
KEN,1999,54.495,29965129.0,8.8599997
KEN,2000,54.411,30851606.0,12.4
KEN,2001,54.508,31800343.0,17.77
KEN,2002,54.99,32779823.0,14.42
KEN,2003,55.601,33767122.0,14.83
KEN,2004,56.361,34791836.0,14.92
KEN,2005,57.344,35843010.0,14.6
KEN,2006,58.222,36925253.0,15.64
KEN,2007,58.865,38036793.0,17.9
KEN,2008,59.614,39186895.0,15.43
KEN,2009,60.365,40364444.0,15.18
KEN,2010,60.649,41517895.0,17.120001
KEN,2011,61.046,42635144.0,17.110001
KEN,2012,61.115,43725806.0,16.99
KEN,2013,61.389,44792368.0,17.43
KEN,2014,61.816,45831863.0,15.46
KEN,2015,61.892,46851488.0,15.99
KEN,2016,62.163,47894670.0,16.040001
KEN,2017,62.481,48948137.0,13.96
KEN,2018,62.676,49953304.0,15.89
KGZ,1998,67.0512195121951,4769000.0,13.27
KGZ,1999,68.6560975609756,4840400.0,11.19
KGZ,2000,68.5585365853659,4898400.0,14.03
KGZ,2001,68.7073170731707,4945100.0,13.66
KGZ,2002,68.1560975609756,4990700.0,14.75
KGZ,2003,68.2560975609756,5043300.0,13.59
KGZ,2004,68.1536585365854,5104700.0,14.09
KGZ,2005,67.9560975609756,5162600.0,15.33
KGZ,2006,67.6951219512195,5218400.0,15.12
KGZ,2007,67.8951219512195,5268400.0,16.15
KGZ,2008,68.4512195121951,5318700.0,15.04
KGZ,2009,69.1024390243903,5383300.0,17.049999
KGZ,2010,69.3,5447900.0,13.91
KGZ,2011,69.6024390243903,5514600.0,17.24
KGZ,2012,70.0024390243902,5607200.0,18.790001
KGZ,2013,70.2024390243902,5719600.0,15.92
KGZ,2014,70.4024390243902,5835500.0,14.82
KGZ,2015,70.6512195121951,5956900.0,15.22
KGZ,2016,70.9512195121951,6079500.0,15.56
KGZ,2017,71.2,6198200.0,15.89
KGZ,2018,71.4,6322800.0,14.68
KHM,1998,57.028,11669077.0,13.3
KHM,1999,57.69,11899006.0,12.89
KHM,2000,58.625,12118841.0,15.47
KHM,2001,59.966,12338192.0,15.64
KHM,2002,61.226,12561779.0,15.56
KHM,2003,62.523,12787710.0,17.440001
KHM,2004,63.552,13016371.0,19.18
KHM,2005,64.293,13246583.0,18.92
KHM,2006,65.059,13477779.0,17.49
KHM,2007,65.731,13714791.0,19.780001
KHM,2008,66.47,13943888.0,18.889999
KHM,2009,67.444,14155740.0,16.469999
KHM,2010,67.712,14363532.0,17.940001
KHM,2011,68.416,14573885.0,17.559999
KHM,2012,68.915,14786640.0,15.2
KHM,2013,69.304,14999683.0,18.950001
KHM,2014,69.736,15210817.0,16.809999
KHM,2015,69.873,15417523.0,15.82
KHM,2016,70.224,15624584.0,15.77
KHM,2017,70.515,15830689.0,15.6
KHM,2018,70.561,16025238.0,17.83
KIR,1998,63.854,85805.0,0.69
KIR,1999,64.136,87289.0,0.63
KIR,2000,64.409,88826.0,0.74000001
KIR,2001,64.655,90531.0,0.75999999
KIR,2002,64.84,92400.0,1.1
KIR,2003,64.954,94302.0,0.89999998
KIR,2004,64.989,96224.0,0.93000001
KIR,2005,64.967,98164.0,1.14
KIR,2006,64.906,100083.0,1.05
KIR,2007,64.844,101998.0,0.79000002
KIR,2008,64.834,103966.0,0.70999998
KIR,2009,64.892,105996.0,1.02
KIR,2010,65.016,107995.0,0.75
KIR,2011,65.19,109871.0,0.67000002
KIR,2012,65.378,111618.0,0.81999999
KIR,2013,65.588,113311.0,0.88999999
KIR,2014,65.815,114985.0,1.1
KIR,2015,66.059,116707.0,1.5
KIR,2016,66.332,118513.0,0.83999997
KIR,2017,66.597,120362.0,0.74000001
KIR,2018,66.855,122261.0,0.89999998
KOR,1998,75.0048780487805,46286503.0,18.42
KOR,1999,75.409756097561,46616677.0,18.879999
KOR,2000,75.909756097561,47008111.0,22.139999
KOR,2001,76.4121951219512,47370164.0,21.049999
KOR,2002,76.7658536585366,47644736.0,19.16
KOR,2003,77.2146341463415,47892330.0,26.200001
KOR,2004,77.6658536585366,48082519.0,21.610001
KOR,2005,78.1682926829268,48184561.0,22.309999
KOR,2006,78.6682926829268,48438292.0,23.780001
KOR,2007,79.119512195122,48683638.0,23.889999
KOR,2008,79.5170731707317,49054708.0,23.790001
KOR,2009,79.9682926829268,49307835.0,22.860001
KOR,2010,80.1170731707317,49554112.0,21.059999
KOR,2011,80.5682926829269,49936638.0,21.67
KOR,2012,80.819512195122,50199853.0,21.99
KOR,2013,81.2707317073171,50428893.0,23.290001
KOR,2014,81.7219512195122,50746659.0,23.809999
KOR,2015,82.0243902439024,51014947.0,22.93
KOR,2016,82.2756097560976,51217803.0,22.450001
KOR,2017,82.6268292682927,51361911.0,20.700001
KOR,2018,82.6268292682927,51585058.0,20.559999
KWT,1998,76.157,1819544.0,14.34
KWT,1999,76.416,1877427.0,14.93
KWT,2000,76.722,1934901.0,17.49
KWT,2001,76.891,1991674.0,12.94
KWT,2002,76.982,2047364.0,14.5
KWT,2003,76.985,2101506.0,11.9
KWT,2004,76.792,2153481.0,12.26
KWT,2005,76.903,2235403.0,12.7
KWT,2006,76.887,2363409.0,14.59
KWT,2007,77.017,2506769.0,14.67
KWT,2008,77.145,2650930.0,17.23
KWT,2009,77.442,2795550.0,17.73
KWT,2010,77.982,2943356.0,18.58
KWT,2011,78.464,3143825.0,17.129999
KWT,2012,78.812,3394663.0,19.969999
KWT,2013,79.164,3646518.0,15.9
KWT,2014,79.445,3761584.0,18.889999
KWT,2015,79.562,3908743.0,18.99
KWT,2016,79.701,4048085.0,13.11
KWT,2017,79.781,4124904.0,17.559999
KWT,2018,79.722,4317185.0,18.85
LAO,1998,57.665,5246922.0,24.84
LAO,1999,57.873,5340056.0,21.08
LAO,2000,58.378,5430853.0,21.809999
LAO,2001,59.07,5519707.0,23.530001
LAO,2002,59.534,5606101.0,23.139999
LAO,2003,60.031,5689065.0,23.08
LAO,2004,60.293,5768167.0,29.42
LAO,2005,60.98,5852970.0,28.959999
LAO,2006,61.493,5946593.0,27.4
LAO,2007,62.084,6041348.0,31.16
LAO,2008,62.603,6135861.0,27.629999
LAO,2009,63.273,6229930.0,26.389999
LAO,2010,63.973,6323418.0,30.360001
LAO,2011,64.736,6416327.0,27.74
LAO,2012,65.355,6508803.0,25.809999
LAO,2013,65.718,6600742.0,28.23
LAO,2014,66.361,6691454.0,28.790001
LAO,2015,66.67,6787419.0,25.65
LAO,2016,67.167,6891363.0,28.370001
LAO,2017,67.434,6997917.0,25.950001
LAO,2018,67.634,7105006.0,23.83
LBN,1998,72.944,4178784.0,14.55
LBN,1999,73.49,4250020.0,14.61
LBN,2000,73.931,4320642.0,18.049999
LBN,2001,74.365,4389200.0,16.49
LBN,2002,75.064,4446666.0,15.43
LBN,2003,75.593,4504807.0,15.12
LBN,2004,75.976,4574797.0,13.85
LBN,2005,76.273,4643044.0,14.6
LBN,2006,76.08,4719864.0,14.92
LBN,2007,77.08,4809608.0,15.25
LBN,2008,77.584,4887613.0,13.9
LBN,2009,77.889,4951135.0,15.12
LBN,2010,78.156,4995800.0,13.36
LBN,2011,78.404,5045056.0,16.9
LBN,2012,78.628,5178337.0,17.809999
LBN,2013,78.765,5678851.0,16.23
LBN,2014,78.973,6274342.0,15.11
LBN,2015,79.229,6398940.0,16.610001
LBN,2016,79.505,6258619.0,15.13
LBN,2017,79.654,6109252.0,15.96
LBN,2018,79.729,5950839.0,15.7
LBR,1998,48.901,2639224.0,13.85
LBR,1999,49.953,2789743.0,12.19
LBR,2000,51.356,2895224.0,11.42
LBR,2001,52.752,2981648.0,11.69
LBR,2002,53.788,3060599.0,11.18
LBR,2003,53.042,3085173.0,12.32
LBR,2004,56.013,3122447.0,11.73
LBR,2005,56.912,3266318.0,12.56
LBR,2006,57.62,3455397.0,11.82
LBR,2007,58.285,3632740.0,11.15
LBR,2008,58.772,3783887.0,12.26
LBR,2009,59.194,3905066.0,14.48
LBR,2010,59.433,4019956.0,12.77
LBR,2011,59.62,4181150.0,12.32
LBR,2012,59.913,4331740.0,10.45
LBR,2013,59.943,4427313.0,11.73
LBR,2014,59.121,4519398.0,11.36
LBR,2015,59.148,4612329.0,11.52
LBR,2016,60.416,4706097.0,11.51
LBR,2017,60.553,4796631.0,10.91
LBR,2018,60.853,4889391.0,10.65
LBY,1998,71.079,4980962.0,8.3500004
LBY,1999,71.058,5057998.0,7.5599999
LBY,2000,70.68,5154790.0,8.75
LBY,2001,70.861,5275916.0,6.98
LBY,2002,71.004,5405326.0,6.8099999
LBY,2003,71.132,5542641.0,8.6899996
LBY,2004,71.49,5687563.0,6.4899998
LBY,2005,71.592,5837986.0,7.4000001
LBY,2006,71.724,5973369.0,7.6599998
LBY,2007,71.863,6097177.0,7.1700001
LBY,2008,72.269,6228370.0,6.79
LBY,2009,72.356,6360191.0,7.0300002
LBY,2010,72.374,6491988.0,5.9099998
LBY,2011,70.071,6188132.0,7.7399998
LBY,2012,72.247,5869870.0,7.46
LBY,2013,72.34,5985221.0,7.4400001
LBY,2014,71.511,6097764.0,5.6300001
LBY,2015,71.698,6192235.0,7.7199998
LBY,2016,71.756,6282196.0,6.1599998
LBY,2017,72.482,6378261.0,7.0999999
LBY,2018,72.794,6477793.0,6.1799998
LCA,1998,70.69,156855.0,1.99
LCA,1999,70.709,158256.0,2.6099999
LCA,2000,70.768,159500.0,2.0999999
LCA,2001,71.135,160594.0,2.4200001
LCA,2002,71.472,161799.0,1.87
LCA,2003,71.771,163047.0,2.0999999
LCA,2004,72.028,164239.0,1.97
LCA,2005,72.245,165386.0,2.3599999
LCA,2006,72.465,166470.0,2.0799999
LCA,2007,72.599,167518.0,2.0
LCA,2008,72.698,168576.0,2.0699999
LCA,2009,72.722,169688.0,2.25
LCA,2010,72.72,170935.0,2.8800001
LCA,2011,72.944,172145.0,2.1500001
LCA,2012,72.882,173124.0,2.1500001
LCA,2013,72.735,173978.0,1.83
LCA,2014,72.864,174804.0,1.65
LCA,2015,73.138,175623.0,1.86
LCA,2016,73.112,176413.0,2.1300001
LCA,2017,73.127,177163.0,2.1500001
LCA,2018,73.357,177888.0,1.76
LIE,1998,77.7463414634146,32190.0,13.59
LIE,1999,79.109756097561,32615.0,13.52
LIE,2000,76.8268292682927,33026.0,12.88
LIE,2001,79.2756097560976,33376.0,13.86
LIE,2002,79.6365853658537,33693.0,15.17
LIE,2003,79.9609756097561,34000.0,15.44
LIE,2004,81.7707317073171,34300.0,12.86
LIE,2005,80.6682926829268,34603.0,14.72
LIE,2006,80.9487804878049,34889.0,14.15
LIE,2007,81.2951219512195,35150.0,12.1
LIE,2008,82.6829268292683,35401.0,11.61
LIE,2009,81.5,35675.0,13.01
LIE,2010,81.8414634146342,35926.0,13.66
LIE,2011,81.7926829268293,36189.0,12.99
LIE,2012,82.3829268292683,36505.0,11.06
LIE,2013,82.2609756097561,36806.0,12.3
LIE,2014,82.0731707317073,37096.0,9.29
LIE,2015,82.6560975609756,37355.0,10.64
LIE,2016,82.2585365853659,37609.0,9.75
LIE,2017,83.7463414634147,37889.0,9.8900003
LIE,2018,83.0414634146342,38181.0,9.9200001
LKA,1998,72.081,18564595.0,11.32
LKA,1999,72.618,18663293.0,12.69
LKA,2000,70.355,18777606.0,14.97
LKA,2001,70.787,18911727.0,17.219999
LKA,2002,71.117,19062476.0,16.91
LKA,2003,71.373,19224036.0,18.58
LKA,2004,67.091,19387153.0,17.299999
LKA,2005,72.118,19544988.0,19.459999
LKA,2006,71.969,19695977.0,18.629999
LKA,2007,72.049,19842044.0,19.49
LKA,2008,71.729,19983984.0,19.76
LKA,2009,69.187,20123508.0,20.26
LKA,2010,73.215,20261738.0,21.370001
LKA,2011,73.38,20398496.0,22.370001
LKA,2012,73.906,20425000.0,20.790001
LKA,2013,74.239,20585000.0,21.85
LKA,2014,74.651,20778000.0,20.77
LKA,2015,74.927,20970000.0,20.219999
LKA,2016,75.331,21203000.0,19.370001
LKA,2017,75.403,21444000.0,18.92
LKA,2018,75.748,21670000.0,20.139999
LSO,1998,51.783,1985639.0,20.120001
LSO,1999,50.081,1994243.0,20.57
LSO,2000,48.427,1998630.0,20.790001
LSO,2001,46.849,1999473.0,22.91
LSO,2002,45.595,1997534.0,23.52
LSO,2003,44.53,1993030.0,25.16
LSO,2004,43.711,1985384.0,23.59
LSO,2005,43.233,1977424.0,25.73
LSO,2006,42.914,1976780.0,26.860001
LSO,2007,43.123,1983465.0,23.459999
LSO,2008,43.566,1995014.0,24.530001
LSO,2009,44.034,2009169.0,24.950001
LSO,2010,45.596,2022747.0,27.25
LSO,2011,46.692,2037677.0,24.940001
LSO,2012,47.835,2054718.0,22.98
LSO,2013,49.002,2073939.0,22.43
LSO,2014,50.033,2095242.0,22.219999
LSO,2015,51.101,2118521.0,22.459999
LSO,2016,52.264,2143872.0,21.9
LSO,2017,53.064,2170617.0,24.41
LSO,2018,53.733,2198017.0,22.790001
LTU,1998,71.219512195122,3549331.0,16.690001
LTU,1999,71.5707317073171,3524238.0,15.84
LTU,2000,72.0195121951219,3499536.0,13.96
LTU,2001,71.6585365853659,3470818.0,13.99
LTU,2002,71.7609756097561,3443067.0,15.69
LTU,2003,72.0609756097561,3415213.0,14.61
LTU,2004,71.9609756097561,3377075.0,13.54
LTU,2005,71.2536585365854,3322528.0,13.3
LTU,2006,71.0560975609756,3269909.0,14.59
LTU,2007,70.9,3231294.0,13.89
LTU,2008,71.8121951219512,3198231.0,15.71
LTU,2009,72.9146341463415,3162916.0,15.33
LTU,2010,73.2682926829268,3097282.0,17.25
LTU,2011,73.5634146341464,3028115.0,14.21
LTU,2012,73.8634146341464,2987773.0,14.26
LTU,2013,73.9146341463415,2957689.0,14.02
LTU,2014,74.5170731707317,2932367.0,14.28
LTU,2015,74.3219512195122,2904910.0,12.47
LTU,2016,74.6707317073171,2868231.0,10.96
LTU,2017,75.4804878048781,2828403.0,11.16
LTU,2018,75.6804878048781,2801543.0,12.88
LUX,1998,77.0170731707317,424700.0,14.96
LUX,1999,77.7707317073171,430475.0,13.96
LUX,2000,77.8731707317073,436300.0,11.83
LUX,2001,77.8243902439025,441525.0,11.77
LUX,2002,77.9658536585366,446175.0,12.02
LUX,2003,77.7268292682927,451630.0,13.77
LUX,2004,79.1219512195122,458095.0,12.92
LUX,2005,79.4317073170732,465158.0,12.48
LUX,2006,79.2878048780488,472637.0,12.51
LUX,2007,79.3829268292683,479993.0,12.06
LUX,2008,80.5390243902439,488650.0,12.73
LUX,2009,80.6365853658537,497783.0,13.98
LUX,2010,80.6317073170732,506953.0,14.14
LUX,2011,80.9878048780488,518347.0,13.49
LUX,2012,81.3926829268293,530946.0,11.81
LUX,2013,81.8,543360.0,13.35
LUX,2014,82.2292682926829,556319.0,10.55
LUX,2015,82.2926829268293,569604.0,10.65
LUX,2016,82.6853658536585,582014.0,10.11
LUX,2017,82.0951219512195,596336.0,9.6199999
LUX,2018,82.2951219512195,607950.0,9.6499996
LVA,1998,69.0121951219512,2410019.0,17.469999
LVA,1999,69.7429268292683,2390482.0,17.719999
LVA,2000,70.3146341463415,2367550.0,15.39
LVA,2001,70.7609756097561,2337170.0,15.84
LVA,2002,70.9609756097561,2310173.0,17.540001
LVA,2003,71.2658536585366,2287955.0,16.67
LVA,2004,72.0268292682927,2263122.0,14.66
LVA,2005,71.3560975609756,2238799.0,15.34
LVA,2006,70.8658536585366,2218357.0,16.82
LVA,2007,71.019512195122,2200325.0,17.309999
LVA,2008,72.419512195122,2177322.0,16.58
LVA,2009,73.0804878048781,2141669.0,16.4
LVA,2010,73.4829268292683,2097555.0,17.469999
LVA,2011,73.5756097560976,2059709.0,13.89
LVA,2012,73.7780487804878,2034319.0,14.94
LVA,2013,73.9829268292683,2012647.0,14.49
LVA,2014,74.1243902439024,1993782.0,15.34
LVA,2015,74.4804878048781,1977527.0,13.0
LVA,2016,74.580487804878,1959537.0,11.95
LVA,2017,74.6292682926829,1942248.0,11.75
LVA,2018,74.7829268292683,1927174.0,14.3
MAF,1998,76.326,29102.0,2.0799999
MAF,1999,76.502,29099.0,2.6800001
MAF,2000,76.663,29610.0,2.29
MAF,2001,76.847,30387.0,2.49
MAF,2002,77.031,31160.0,1.89
MAF,2003,77.206,31929.0,2.0699999
MAF,2004,77.384,32697.0,1.89
MAF,2005,77.555,33452.0,2.6700001
MAF,2006,77.726,34183.0,2.3800001
MAF,2007,77.892,34887.0,2.0899999
MAF,2008,78.068,35541.0,1.88
MAF,2009,78.236,36132.0,1.97
MAF,2010,78.406,36458.0,3.0799999
MAF,2011,78.827,36350.0,1.98
MAF,2012,79.022,36026.0,2.47
MAF,2013,78.908,35639.0,1.6900001
MAF,2014,79.966,35261.0,1.76
MAF,2015,79.309,35020.0,1.97
MAF,2016,79.475,34811.0,2.1600001
MAF,2017,78.59,34496.0,1.97
MAF,2018,80.614,33852.0,1.67
MAR,1998,66.018,27791825.0,8.0799999
MAR,1999,66.406,28176997.0,8.8199997
MAR,2000,66.787,28554415.0,7.0900002
MAR,2001,67.18,28930097.0,7.5
MAR,2002,67.547,29301817.0,7.8099999
MAR,2003,67.915,29661270.0,7.5900002
MAR,2004,68.231,30033125.0,7.25
MAR,2005,68.704,30431902.0,8.54
MAR,2006,69.128,30833022.0,8.4499998
MAR,2007,69.604,31232633.0,8.6400003
MAR,2008,70.048,31634992.0,7.3899999
MAR,2009,70.458,32042877.0,6.9000001
MAR,2010,70.829,32464865.0,6.8699999
MAR,2011,71.269,32903699.0,7.3099999
MAR,2012,71.679,33352169.0,7.2600002
MAR,2013,72.122,33803527.0,8.1099997
MAR,2014,72.538,34248603.0,6.6500001
MAR,2015,72.92,34680458.0,8.4499998
MAR,2016,73.284,35107264.0,7.29
MAR,2017,73.66,35528115.0,6.73
MAR,2018,73.986,35927511.0,7.73
MDA,1998,65.505,2935227.0,18.709999
MDA,1999,65.561,2930622.0,17.99
MDA,2000,66.417,2924668.0,15.64
MDA,2001,66.787,2918135.0,18.02
MDA,2002,66.938,2911385.0,19.6
MDA,2003,67.419,2903198.0,16.93
MDA,2004,67.861,2896023.0,17.030001
MDA,2005,68.169,2888985.0,17.530001
MDA,2006,68.479,2880967.0,18.65
MDA,2007,68.947,2874299.0,15.13
MDA,2008,69.394,2868833.0,14.7
MDA,2009,69.573,2865213.0,15.57
MDA,2010,69.357,2862354.0,14.4
MDA,2011,69.192,2860699.0,16.629999
MDA,2012,69.143,2860324.0,17.42
MDA,2013,69.099,2859558.0,15.57
MDA,2014,69.031,2857815.0,15.79
MDA,2015,69.24,2835978.0,14.74
MDA,2016,69.917,2803186.0,14.71
MDA,2017,70.516,2755189.0,16.92
MDA,2018,70.492,2707203.0,14.21
MDG,1998,56.917,15250934.0,5.2399998
MDG,1999,57.372,15730885.0,4.6599998
MDG,2000,57.938,16216431.0,6.0900002
MDG,2001,58.57,16709665.0,10.84
MDG,2002,58.892,17211934.0,7.5999999
MDG,2003,59.491,17724310.0,8.29
MDG,2004,60.149,18250774.0,7.6300001
MDG,2005,60.57,18792171.0,9.2200003
MDG,2006,61.315,19350299.0,8.3900003
MDG,2007,61.757,19924958.0,9.9799995
MDG,2008,62.142,20513599.0,8.4700003
MDG,2009,62.734,21117092.0,9.1499996
MDG,2010,62.873,21731053.0,10.14
MDG,2011,63.494,22348158.0,9.6099997
MDG,2012,63.544,22966240.0,8.7299995
MDG,2013,63.962,23588073.0,9.4799995
MDG,2014,64.255,24215976.0,8.5900002
MDG,2015,64.339,24850912.0,9.5600004
MDG,2016,64.997,25501941.0,9.2399998
MDG,2017,65.094,26169542.0,8.7399998
MDG,2018,65.27,26846541.0,8.5699997
MDV,1998,69.572,273796.0,8.3500004
MDV,1999,70.088,278111.0,9.4799995
MDV,2000,70.876,282507.0,10.19
MDV,2001,72.181,287324.0,10.62
MDV,2002,73.291,292284.0,11.0
MDV,2003,74.06,297226.0,12.26
MDV,2004,73.538,302135.0,12.14
MDV,2005,74.751,307018.0,11.15
MDV,2006,75.13,314401.0,12.01
MDV,2007,75.686,325126.0,15.06
MDV,2008,76.543,336883.0,13.39
MDV,2009,77.069,349037.0,14.07
MDV,2010,77.657,361575.0,12.07
MDV,2011,78.124,374440.0,15.28
MDV,2012,78.682,387539.0,12.66
MDV,2013,79.057,400728.0,13.02
MDV,2014,79.424,416738.0,13.82
MDV,2015,79.695,435582.0,12.3
MDV,2016,79.872,454252.0,15.21
MDV,2017,79.943,472442.0,14.01
MDV,2018,80.013,489758.0,14.63
MEX,1998,72.845,94767284.0,18.559999
MEX,1999,73.225,96334810.0,14.46
MEX,2000,73.569,97873442.0,17.799999
MEX,2001,73.867,99394288.0,17.85
MEX,2002,74.106,100917081.0,17.91
MEX,2003,74.274,102429341.0,18.870001
MEX,2004,74.372,103945813.0,17.209999
MEX,2005,74.376,105442402.0,18.5
MEX,2006,74.331,106886790.0,17.379999
MEX,2007,74.238,108302973.0,17.129999
MEX,2008,74.152,109684489.0,16.559999
MEX,2009,74.119,111049428.0,16.34
MEX,2010,74.19,112532401.0,15.45
MEX,2011,74.365,114150481.0,17.299999
MEX,2012,74.574,115755909.0,16.540001
MEX,2013,74.739,117290686.0,17.379999
MEX,2014,74.797,118755887.0,15.79
MEX,2015,74.682,120149897.0,16.620001
MEX,2016,74.412,121519221.0,16.15
MEX,2017,74.138,122839258.0,16.6
MEX,2018,74.015,124013861.0,15.42
MKD,1998,72.2975609756098,2007523.0,27.07
MKD,1999,72.790243902439,2017142.0,25.120001
MKD,2000,72.9463414634147,2026350.0,28.35
MKD,2001,73.4365853658537,2034882.0,27.799999
MKD,2002,73.0390243902439,2020157.0,30.41
MKD,2003,73.2414634146342,2026773.0,32.360001
MKD,2004,73.5975609756098,2032544.0,27.190001
MKD,2005,73.6975609756098,2036855.0,29.549999
MKD,2006,73.8951219512195,2040228.0,31.16
MKD,2007,73.8,2043559.0,30.27
MKD,2008,74.4,2046898.0,27.24
MKD,2009,74.4463414634146,2050671.0,25.77
MKD,2010,74.9975609756098,2055004.0,21.77
MKD,2011,75.1,2058539.0,33.900002
MKD,2012,74.9024390243903,2061044.0,29.66
MKD,2013,75.4,2064032.0,25.76
MKD,2014,75.4512195121951,2067471.0,25.209999
MKD,2015,75.4024390243902,2070226.0,27.57
MKD,2016,75.4,2072490.0,24.82
MKD,2017,75.9536585365854,2074502.0,24.93
MKD,2018,76.6487804878049,2076217.0,24.91
MLI,1998,49.164,10620475.0,6.29
MLI,1999,49.797,10916993.0,6.54
MLI,2000,50.539,11239101.0,6.23
MLI,2001,51.284,11583824.0,5.3299999
MLI,2002,52.222,11952660.0,5.21
MLI,2003,52.893,12342165.0,6.2600002
MLI,2004,53.538,12751995.0,6.1199999
MLI,2005,54.003,13180551.0,6.4000001
MLI,2006,54.615,13623541.0,6.0799999
MLI,2007,54.941,14080912.0,5.6999998
MLI,2008,55.291,14551117.0,5.9200001
MLI,2009,55.874,15032635.0,6.5999999
MLI,2010,56.382,15529181.0,6.9400001
MLI,2011,56.755,16039734.0,6.5999999
MLI,2012,57.079,16514687.0,6.3600001
MLI,2013,57.357,17004033.0,5.6199999
MLI,2014,57.9,17551814.0,6.4099998
MLI,2015,58.363,18112907.0,5.9299998
MLI,2016,58.731,18700106.0,5.5599999
MLI,2017,59.132,19311355.0,6.1100001
MLI,2018,59.393,19934298.0,5.8099999
MLT,1998,77.5878048780488,385287.0,8.29
MLT,1999,77.5,387578.0,7.9000001
MLT,2000,78.3487804878049,390087.0,8.3400002
MLT,2001,78.8439024390244,393028.0,7.5999999
MLT,2002,78.7390243902439,395969.0,7.7399998
MLT,2003,78.5463414634146,398582.0,10.27
MLT,2004,79.2536585365854,401268.0,7.1999998
MLT,2005,79.3,403834.0,8.0500002
MLT,2006,79.4390243902439,405308.0,8.6700001
MLT,2007,79.7926829268293,406724.0,8.1300001
MLT,2008,79.6365853658537,409379.0,7.9000001
MLT,2009,80.2414634146342,412477.0,7.4499998
MLT,2010,81.3975609756098,414508.0,5.8699999
MLT,2011,80.7463414634146,416268.0,8.8000002
MLT,2012,80.7463414634146,420028.0,7.6599998
MLT,2013,81.7463414634146,425967.0,7.79
MLT,2014,82.0463414634146,434558.0,6.1500001
MLT,2015,81.8975609756097,445053.0,8.6800003
MLT,2016,82.4536585365854,455356.0,5.7199998
MLT,2017,82.3463414634146,467999.0,6.9699998
MLT,2018,82.4487804878049,484630.0,6.1199999
MMR,1998,59.794,44516185.0,25.700001
MMR,1999,59.881,45041636.0,26.139999
MMR,2000,60.155,45538332.0,23.34
MMR,2001,60.416,46014826.0,25.43
MMR,2002,60.725,46480230.0,26.32
MMR,2003,60.98,46924293.0,26.719999
